SP-00004-U,MK92,,64,7.667,102.4040,248.4650,-136882.036,97128.705,8.043
SP-00004-U,MK92,,65,7.712,102.3640,249.1900,-136881.964,97128.662,8.042
SP-00004-U,MK92,,66,7.799,102.2500,249.2950,-136881.936,97128.572,8.049
SP-00004-U,MK92,,67,7.881,102.1450,249.1900,-136881.957,97128.486,8.054
SP-00004-U,MK92,,68,7.911,102.1300,248.4720,-136882.027,97128.453,8.052
SP-00004-N,MK92,,69,7.906,102.2700,248.4700,-136882.028,97128.465,8.022
SP-00004-N,MK92,,70,7.893,102.2550,248.2810,-136882.07,97128.476,8.027
SP-00004-N,MK92,,71,7.847,102.3320,248.1510,-136882.101,97128.524,8.02
SP-00004-N,MK92,,72,7.806,102.3720,248.2540,-136882.078,97128.566,8.02
SP-00004-N,MK92,,73,7.791,102.3850,248.4500,-136882.036,97128.583,8.02
SP-00004-N,MK92,,74,7.809,102.3850,249.0830,-136881.983,97128.567,8.016
SP-00004-N,MK92,,75,7.857,102.3040,249.1320,-136881.971,97128.517,8.024
SP-00004-N,MK92,,76,7.889,102.2750,249.0510,-136881.988,97128.483,8.023
SP-00004-N,MK92,,77,7.906,102.2700,248.4700,-136882.028,97128.465,8.022
SP-00005-U,MK92,,78,5.891,106.4230,248.3540,-136882.114,97130.541,8.032
SP-00005-U,MK92,,79,5.827,106.4430,247.4050,-136882.205,97130.601,8.047
SP-00005-U,MK92,,80,5.744,106.5210,247.2000,-136882.239,97130.684,8.059
SP-00005-U,MK92,,81,5.664,107.0200,247.3650,-136882.213,97130.766,8.067
SP-00005-U,MK92,,82,5.626,107.0700,248.2840,-136882.132,97130.806,8.07
SP-00005-U,MK92,,83,5.655,107.0210,249.3450,-136882.028,97130.78,8.069
SP-00005-U,MK92,,84,5.751,106.5440,250.0210,-136881.98,97130.687,8.053
SP-00005-U,MK92,,85,5.821,106.4310,249.5430,-136881.988,97130.614,8.051
SP-00005-U,MK92,,86,5.882,106.3810,249.2140,-136882.039,97130.55,8.042
SP-00005-U,MK92,,87,5.891,106.4230,248.3540,-136882.114,97130.541,8.032
SP-00005-N,MK92,,88,5.870,107.0800,248.3500,-136882.116,97130.574,7.997
SP-00005-N,MK92,,89,5.845,107.0920,248.1320,-136882.152,97130.597,8.002
SP-00005-N,MK92,,90,5.797,107.1450,248.0950,-136882.158,97130.646,8.007
SP-00005-N,MK92,,91,5.750,107.2400,248.3030,-136882.127,97130.696,8.007
SP-00005-N,MK92,,92,5.745,107.2240,249.0450,-136882.072,97130.702,8.01
SP-00005-N,MK92,,93,5.789,107.1640,249.3410,-136882.023,97130.659,8.007
SP-00005-N,MK92,,94,5.830,107.1000,249.3200,-136882.025,97130.616,8.005
SP-00005-N,MK92,,95,5.869,107.0520,249.1250,-136882.054,97130.576,8.001
SP-00005-N,MK92,,96,5.870,107.0800,248.3500,-136882.116,97130.574,7.997
SP-00006-U,MK92,,97,3.737,115.5910,248.0110,-136882.214,97132.822,8.089
SP-00006-U,MK92,,98,3.749,115.4720,246.5520,-136882.278,97132.805,8.095
SP-00006-U,MK92,,99,3.729,115.5810,245.5030,-136882.341,97132.829,8.093
SP-00006-U,MK92,,100,3.665,116.3450,245.0410,-136882.384,97132.905,8.086
SP-00006-U,MK92,,101,3.577,117.2040,245.4640,-136882.342,97133.004,8.083
SP-00006-U,MK92,,102,3.540,117.3810,246.5920,-136882.275,97133.045,8.084
SP-00006-U,MK92,,103,3.539,117.3810,247.5600,-136882.223,97133.046,8.084
SP-00006-U,MK92,,104,3.584,117.1340,249.0630,-136882.157,97132.996,8.086
SP-00006-U,MK92,,105,3.652,116.3620,249.2150,-136882.139,97132.919,8.09
SP-00006-U,MK92,,106,3.706,116.1450,249.0200,-136882.156,97132.859,8.087
SP-00006-U,MK92,,107,3.737,115.5910,248.0110,-136882.214,97132.822,8.089
SP-00006-N,MK92,,108,3.739,116.4000,248.0230,-136882.213,97132.84,8.048
SP-00006-N,MK92,,109,3.719,116.5120,247.1050,-136882.263,97132.863,8.046
SP-00006-N,MK92,,110,3.673,117.1220,246.4710,-136882.286,97132.914,8.047
SP-00006-N,MK92,,111,3.632,117.3400,247.0220,-136882.272,97132.961,8.045
SP-00006-N,MK92,,112,3.611,117.4440,247.5630,-136882.221,97132.986,8.045
SP-00006-N,MK92,,113,3.636,117.2930,248.5500,-136882.166,97132.958,8.048
SP-00006-N,MK92,,114,3.674,117.0420,249.0620,-136882.154,97132.912,8.054
SP-00006-N,MK92,,115,3.713,116.4650,248.5000,-136882.168,97132.868,8.053
SP-00006-N,MK92,,116,3.739,116.4000,248.0230,-136882.213,97132.84,8.048
SP-00007-U,MK92,,117,3.485,118.0730,263.3420,-136881.398,97133.236,8.083
SP-00007-U,MK92,,118,3.400,118.4710,264.1120,-136881.394,97133.335,8.089
SP-00007-U,MK92,,119,3.381,118.5250,264.2650,-136881.387,97133.358,8.093
SP-00007-U,MK92,,120,3.378,119.0010,265.2600,-136881.34,97133.379,8.088
SP-00007-U,MK92,,121,3.386,118.5120,266.3740,-136881.278,97133.389,8.092
SP-00007-U,MK92,,122,3.421,118.3040,267.5930,-136881.198,97133.376,8.093
SP-00007-U,MK92,,123,3.433,118.2710,268.2210,-136881.175,97133.372,8.09
SP-00007-U,MK92,,124,3.461,118.0450,268.3150,-136881.154,97133.342,8.097
SP-00007-U,MK92,,125,3.586,117.2000,267.4240,-136881.148,97133.203,8.079
SP-00007-U,MK92,,126,3.636,116.3840,267.1040,-136881.153,97133.132,8.095
SP-00007-U,MK92,,127,3.655,116.2920,266.5040,-136881.164,97133.105,8.096
SP-00007-U,MK92,,128,3.660,116.2220,266.0430,-136881.202,97133.083,8.1
SP-00007-U,MK92,,129,3.653,116.2610,265.0030,-136881.263,97133.072,8.1
SP-00007-U,MK92,,130,3.633,116.4310,263.5430,-136881.33,97133.077,8.093
SP-00007-U,MK92,,131,3.612,116.4840,263.2350,-136881.364,97133.09,8.097
SP-00007-U,MK92,,132,3.587,116.5820,263.1720,-136881.377,97133.114,8.099
SP-00007-U,MK92,,133,3.485,118.0730,263.3420,-136881.398,97133.236,8.083
SP-00007-N,MK92,,134,3.547,118.1400,266.1530,-136881.243,97133.232,8.048
SP-00007-N,MK92,,135,3.597,117.4520,265.2650,-136881.267,97133.163,8.051
SP-00007-N,MK92,,136,3.596,117.4620,264.2940,-136881.318,97133.148,8.05
SP-00007-N,MK92,,137,3.554,118.0040,263.5230,-136881.363,97133.18,8.057
SP-00007-N,MK92,,138,3.504,118.2630,263.5010,-136881.382,97133.233,8.057
SP-00007-N,MK92,,139,3.462,118.4840,264.3020,-136881.362,97133.289,8.058
SP-00007-N,MK92,,140,3.469,118.4840,265.4750,-136881.295,97133.305,8.054
SP-00007-N,MK92,,141,3.506,118.3600,266.2050,-136881.254,97133.278,8.048
SP-00007-N,MK92,,142,3.547,118.1400,266.1530,-136881.243,97133.232,8.048
SP-00008-U,MK92,,143,3.587,117.2020,267.4550,-136881.145,97133.203,8.079
SP-00008-U,MK92,,144,3.619,116.4700,268.5040,-136881.072,97133.184,8.095
SP-00008-U,MK92,,145,3.687,116.0930,269.3250,-136881.005,97133.126,8.101
SP-00008-U,MK92,,146,3.782,115.1910,269.2150,-136880.973,97133.021,8.109
SP-00008-U,MK92,,147,3.849,114.5550,268.3440,-136880.99,97132.937,8.104
SP-00008-U,MK92,,148,3.876,114.4530,267.3750,-136881.034,97132.889,8.103
SP-00008-U,MK92,,149,3.847,114.5350,265.3400,-136881.163,97132.875,8.106
SP-00008-U,MK92,,150,3.799,115.1630,264.1430,-136881.256,97132.901,8.104
SP-00008-U,MK92,,151,3.752,115.4420,263.2230,-136881.321,97132.94,8.097
SP-00008-U,MK92,,152,3.716,115.5830,263.2500,-136881.33,97132.978,8.098
SP-00008-U,MK92,,153,3.636,116.4050,263.5830,-136881.325,97133.075,8.093
SP-00009-U,MK92,,154,4.294,112.3400,228.4010,-136883.52,97132.415,8.078
SP-00009-U,MK92,,155,4.277,112.3200,227.0350,-136883.62,97132.466,8.087
SP-00009-U,MK92,,156,4.197,112.5730,225.4320,-136883.676,97132.578,8.089
SP-00009-U,MK92,,157,4.078,113.4000,225.4320,-136883.629,97132.699,8.089
SP-00009-U,MK92,,158,4.016,114.1140,227.1610,-136883.51,97132.731,8.08
SP-00009-U,MK92,,159,4.017,114.0740,229.0940,-136883.397,97132.69,8.084
SP-00009-U,MK92,,160,4.079,113.4850,230.1630,-136883.347,97132.606,8.079
SP-00009-U,MK92,,161,4.169,113.1220,230.2520,-136883.367,97132.507,8.083
SP-00009-U,MK92,,162,4.238,112.4400,230.0310,-136883.413,97132.441,8.088
SP-00009-U,MK92,,163,4.294,112.3400,228.4010,-136883.52,97132.415,8.078
SP-00009-N,MK92,,164,4.189,114.0500,227.5050,-136883.528,97132.567,8.017
SP-00009-N,MK92,,165,4.131,114.1650,228.0250,-136883.496,97132.618,8.027
SP-00009-N,MK92,,166,4.114,114.2430,228.4410,-136883.447,97132.622,8.026
SP-00009-N,MK92,,167,4.123,114.1600,229.2810,-136883.406,97132.595,8.032
SP-00009-N,MK92,,168,4.162,114.0250,229.4740,-136883.398,97132.549,8.03
SP-00009-N,MK92,,169,4.206,113.4340,229.3910,-136883.421,97132.504,8.034
SP-00009-N,MK92,,170,4.225,113.3710,229.0420,-136883.465,97132.496,8.033
SP-00009-N,MK92,,171,4.217,113.4350,228.2450,-136883.504,97132.52,8.029
SP-00009-N,MK92,,172,4.189,114.0500,227.5050,-136883.528,97132.567,8.017
*,
