,,B,1,17.983,94.0400,187.4900,-137464.237,102384.115,3.404
,,,2,17.976,93.4310,359.5950,-137462.192,102366.293,3.447
,,B,3,66.653,91.0450,85.2400,-137397.634,102386.381,3.356
,,B,4,34.067,92.1110,76.2030,-137457.329,102417.448,3.316
,,B,5,49.056,91.3350,79.0310,-137456.568,102432.548,3.277
,,B,6,45.440,91.3430,78.5830,-137457.072,102428.968,3.367
,,PM1,7,8.672,96.0030,55.1330,-137448.948,102431.862,3.693
*,
