LV,,,3459,15.143,97.3000,359.1910,-138444.605,101916.492,0.85
LV,,,3460,15.684,97.1750,356.2510,-138445,101917.351,0.835
LV,,,3461,15.872,96.5630,353.2330,-138445.002,101918.202,0.909
LV,,,3462,15.684,97.0740,351.5530,-138444.709,101918.536,0.881
LV,,,3463,15.357,97.3240,353.0230,-138444.464,101918.155,0.811
LV,,,3464,15.097,97.2150,353.3610,-138444.259,101917.948,0.892
LV,,,3465,14.333,98.2330,356.0210,-138443.632,101917.161,0.735
LV,,,3466,13.222,98.4040,358.3950,-138442.661,101916.338,0.832
LV,,,3467,11.778,100.1110,359.1420,-138441.222,101915.977,0.744
LV,,,3468,12.018,99.0410,4.4150,-138441.618,101914.897,0.933
LV,,,3469,11.478,100.1600,356.1300,-138440.819,101916.516,0.781
LV,,,3470,11.223,100.0550,353.3400,-138440.462,101916.963,0.859
LV,,,3471,11.540,100.0320,352.3120,-138440.711,101917.242,0.812
LV,,,3472,11.626,99.4030,351.1640,-138440.735,101917.507,0.873
LV,,,3473,11.916,99.3000,349.0120,-138440.87,101918.032,0.86
LV,,,3474,11.963,99.0100,346.1310,-138440.726,101918.594,0.952
LV,,,3475,11.616,99.4020,345.4110,-138440.348,101918.556,0.875
LV,,,3476,11.139,100.1440,350.2830,-138440.211,101917.508,0.846
LV,,,3477,11.156,100.0140,349.1500,-138440.16,101917.738,0.884
LV,,,3478,10.002,101.0930,349.2710,-138439.063,101917.324,0.891
LV,,,3479,9.855,101.5930,352.0410,-138439.031,101916.848,0.779
LV,,,3480,9.638,101.5440,351.4740,-138438.817,101916.833,0.838
LV,,,3481,9.161,102.2330,349.3820,-138438.253,101917.018,0.861
LV,,,3482,8.912,102.2850,355.4520,-138438.269,101916.045,0.901
LV,,,3483,8.796,102.4430,359.4920,-138438.26,101915.42,0.887
LV,,,3484,8.767,103.2120,5.5950,-138438.296,101914.497,0.802
LV,,,3485,8.351,103.3000,351.3720,-138437.554,101916.486,0.877
LV,,,3486,7.830,104.2840,353.0940,-138437.093,101916.136,0.869
LV,,,3488,7.337,106.4250,356.3220,-138436.654,101915.589,0.717
LV,,,3489,7.084,106.5650,355.3420,-138436.384,101915.65,0.762
LV,,,3490,7.233,107.3030,2.2250,-138436.635,101914.868,0.651
LV,,,3491,6.545,108.5730,5.5330,-138435.958,101914.417,0.701
LV,,,3492,6.390,108.5620,356.0010,-138435.68,101915.445,0.753
LV,,,3493,6.080,111.4310,349.1000,-138435.111,101916.009,0.577
LV,,,3494,5.420,111.4110,347.1630,-138434.476,101915.965,0.824
LV,,,3495,5.259,113.0540,350.3620,-138434.383,101915.629,0.764
LV,,,3496,4.981,113.3200,344.1500,-138433.945,101916.02,0.838
LV,,,3497,4.168,118.4400,343.2230,-138433.089,101915.7,0.823
LV,,,3498,3.899,119.0630,343.5720,-138432.878,101915.564,0.93
LV,,,3499,3.495,124.2010,347.0320,-138432.464,101915.206,0.856
LV,,,3500,3.561,124.2010,350.5240,-138432.579,101915.041,0.818
LV,,,3501,4.036,118.5520,337.5740,-138432.824,101915.944,0.875
LV,,,3502,4.547,116.0350,337.3620,-138433.287,101916.245,0.829
LV,,,3503,4.180,118.4340,331.3940,-138432.716,101916.348,0.818
LV,,,3504,4.630,116.3630,320.0810,-138432.537,101917.245,0.753
