WAKU-U,,,1,5.668,105.4220,329.2530,-135937.503,99883.851,10.068
WAKU-U,,,2,12.222,97.1830,344.3110,-135930.504,99883.768,10.047
WAKU-U,,,3,12.114,96.5240,346.4410,-135930.506,99884.245,10.151
WAKU-U,,,4,20.750,92.4800,351.2450,-135921.714,99884.384,10.088
WAKU-U,,,5,22.798,92.2140,331.0730,-135921.833,99876.461,10.163
WAKU-U,,,6,16.534,95.0810,320.3710,-135929.071,99876.622,9.622
WAKU-U,,,7,10.983,95.5540,292.5930,-135937.541,99876.557,9.968
WAKU-U,,,8,9.425,96.1420,298.0830,-135937.486,99878.358,10.078
WAKU-U,,,9,5.668,105.4220,329.2530,-135937.503,99883.851,10.068
*,
