ID,Chiku,遺跡番号,調査番号,遺物番号,No,S,V,H,X,Y,Z,Date,Pen,Size,Mark,FileLink,Soui,Syubetu,拡張表示使用,拡張線幅,拡張線色,拡張点色,レイヤー名,MARKERX,MARKERY,LAYERPAGE,INVISIBLE,DELETEFLG,HANDFLG,器械点,バック点,器械高,ミラー高,メディア
185,LV-2219,,,,,,,,-137165.825,102123.262,2.339,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
186,LV-2220,,,,,,,,-137164.853,102120.736,2.378,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
187,LV-2221,,,,,,,,-137150.284,102107.221,1.935,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
188,LV-2222,,,,,,,,-137150.080,102105.742,1.919,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
189,LV-2223,,,,,,,,-137149.907,102102.190,1.906,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
190,LV-2224,,,,,,,,-137149.540,102098.678,1.945,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
191,LV-2225,,,,,,,,-137202.438,102088.746,2.001,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
192,LV-2226,,,,,,,,-137187.230,102102.759,2.029,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
193,LV-2227,,,,,,,,-137184.891,102103.569,2.134,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
194,LV-2228,,,,,,,,-137179.044,102103.334,2.297,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
195,LV-2229,,,,,,,,-137175.951,102099.354,2.264,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
196,LV-2230,,,,,,,,-137175.879,102099.701,2.253,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
197,LV-2231,,,,,,,,-137205.153,102096.926,2.337,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
198,LV-2232,,,,,,,,-137204.493,102100.377,2.317,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
199,LV-2233,,,,,,,,-137200.532,102097.578,2.357,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
200,LV-2234,,,,,,,,-137200.614,102094.575,2.340,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
201,LV-2235,,,,,,,,-137205.159,102094.557,2.319,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
202,LV-2236,,,,,,,,-137207.588,102084.090,2.064,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
203,LV-2237,,,,,,,,-137205.971,102083.228,2.180,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
204,LV-2238,,,,,,,,-137204.564,102082.219,2.061,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
205,LV-2239,,,,,,,,-137206.290,102081.919,2.259,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
206,LV-2240,,,,,,,,-137202.440,102091.140,2.290,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
207,LV-2241,,,,,,,,-137199.685,102092.813,2.275,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
208,LV-2242,,,,,,,,-137194.248,102081.230,2.153,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
209,LV-2243,,,,,,,,-137191.656,102081.225,2.190,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
210,LV-2244,,,,,,,,-137190.419,102086.764,2.265,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
211,LV-2245,,,,,,,,-137159.867,102105.101,2.263,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
212,LV-2246,,,,,,,,-137153.090,102103.863,1.726,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
213,LV-2247,,,,,,,,-137149.452,102104.678,2.321,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
214,LV-2248,,,,,,,,-137152.660,102098.457,1.668,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
215,LV-2249,,,,,,,,-137156.903,102101.317,1.798,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
216,LV-2250,,,,,,,,-137160.412,102100.180,1.948,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
217,LV-2251,,,,,,,,-137156.723,102094.949,2.111,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
218,LV-2252,,,,,,,,-137152.219,102093.331,1.675,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
219,LV-2253,,,,,,,,-137155.949,102089.669,2.177,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
220,LV-2254,,,,,,,,-137153.360,102087.985,2.097,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
221,LV-2255,,,,,,,,-137151.225,102088.094,1.664,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
222,LV-2256,,,,,,,,-137154.467,102081.844,1.944,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
223,LV-2257,,,,,,,,-137150.283,102082.501,1.664,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
224,LV-2258,,,,,,,,-137163.686,102097.084,2.563,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
225,LV-2259,,,,,,,,-137163.209,102084.370,2.325,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
226,LV-2260,,,,,,,,-137163.625,102088.886,2.437,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
227,LV-2261,,,,,,,,-137165.903,102099.030,2.564,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
228,LV-2262,,,,,,,,-137167.085,102101.424,2.549,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
229,LV-2263,,,,,,,,-137168.985,102084.333,2.384,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
230,LV-2264,,,,,,,,-137171.844,102084.349,2.363,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
231,LV-2265,,,,,,,,-137171.321,102087.598,2.412,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
232,LV-2266,,,,,,,,-137176.312,102084.275,2.356,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
233,LV-2267,,,,,,,,-137176.342,102087.685,2.447,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
234,LV-2268,,,,,,,,-137179.859,102094.778,2.406,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
235,LV-2269,,,,,,,,-137178.570,102096.429,2.449,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
236,LV-2270,,,,,,,,-137179.134,102102.597,2.434,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
237,LV-2271,,,,,,,,-137181.858,102098.973,2.455,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
238,LV-2272,,,,,,,,-137181.511,102095.811,2.416,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
239,LV-2273,,,,,,,,-137188.698,102095.512,2.186,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
240,LV-2274,,,,,,,,-137182.948,102097.539,2.438,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
241,LV-2275,,,,,,,,-137189.417,102102.322,2.308,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
242,LV-2276,,,,,,,,-137191.828,102106.204,2.340,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
243,LV-2277,,,,,,,,-137191.808,102104.124,2.323,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
244,LV-2278,,,,,,,,-137193.823,102104.708,2.395,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
245,LV-2279,,,,,,,,-137196.246,102104.929,2.407,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
246,LV-2280,,,,,,,,-137196.938,102102.795,2.138,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
247,LV-2281,,,,,,,,-137197.049,102109.131,2.346,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
248,LV-2282,,,,,,,,-137194.371,102110.724,2.408,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
249,LV-2283,,,,,,,,-137192.585,102110.588,2.433,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
250,LV-2284,,,,,,,,-137202.745,102111.820,2.262,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
251,LV-2285,,,,,,,,-137203.312,102109.563,2.080,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
252,LV-2286,,,,,,,,-137203.207,102109.176,2.064,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
253,LV-2287,,,,,,,,-137202.828,102109.255,2.085,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
254,LV-2288,,,,,,,,-137202.758,102109.637,2.052,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
255,LV-2289,,,,,,,,-137202.260,102108.896,2.175,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
256,LV-2290,,,,,,,,-137201.906,102109.652,2.229,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
257,LV-2291,,,,,,,,-137201.588,102110.681,2.033,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
258,LV-2292,,,,,,,,-137198.579,102110.862,2.060,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
259,LV-2293,,,,,,,,-137198.776,102110.551,2.139,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
260,LV-2294,,,,,,,,-137198.851,102109.868,2.087,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
261,LV-2295,,,,,,,,-137200.190,102108.841,2.260,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
262,LV-2296,,,,,,,,-137199.439,102108.014,2.038,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
263,LV-2297,,,,,,,,-137195.345,102109.981,2.093,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
264,LV-2298,,,,,,,,-137194.956,102109.535,2.396,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
265,LV-2299,,,,,,,,-137195.266,102108.111,2.100,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
266,LV-2300,,,,,,,,-137196.280,102107.197,2.118,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
267,LV-2301,,,,,,,,-137194.387,102107.029,2.209,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
268,LV-2302,,,,,,,,-137194.537,102108.545,2.106,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
269,LV-2303,,,,,,,,-137194.275,102108.618,2.103,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
270,LV-2304,,,,,,,,-137194.074,102109.132,2.111,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
271,LV-2305,,,,,,,,-137193.050,102108.029,2.150,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
272,LV-2306,,,,,,,,-137192.766,102109.148,2.105,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
273,LV-2307,,,,,,,,-137192.797,102108.624,2.177,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
274,LV-2308,,,,,,,,-137192.206,102108.720,2.116,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
275,LV-2309,,,,,,,,-137191.636,102109.851,2.232,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
276,LV-2310,,,,,,,,-137191.487,102109.430,2.147,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
277,LV-2311,,,,,,,,-137191.456,102108.870,2.166,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
278,LV-2312,,,,,,,,-137191.796,102107.591,2.015,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
279,LV-2313,,,,,,,,-137191.271,102107.411,2.054,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
280,LV-2314,,,,,,,,-137191.068,102107.221,2.219,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
281,LV-2315,,,,,,,,-137193.298,102107.382,2.128,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
282,LV-2316,,,,,,,,-137193.258,102106.635,2.262,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
283,LV-2317,,,,,,,,-137193.030,102106.454,2.250,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
284,LV-2318,,,,,,,,-137194.687,102105.368,2.224,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
285,LV-2319,,,,,,,,-137197.519,102105.459,2.113,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
286,LV-2320,,,,,,,,-137197.280,102105.555,2.012,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
287,LV-2321,,,,,,,,-137198.704,102105.481,1.977,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
288,LV-2322,,,,,,,,-137199.141,102106.222,1.955,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
289,LV-2323,,,,,,,,-137199.864,102106.718,2.054,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
290,LV-2324,,,,,,,,-137200.846,102105.742,2.270,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
291,LV-2325,,,,,,,,-137200.167,102104.628,2.150,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
292,LV-2326,,,,,,,,-137205.708,102100.339,2.031,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
293,LV-2327,,,,,,,,-137205.650,102100.144,2.028,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
294,LV-2328,,,,,,,,-137206.349,102099.952,2.180,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
295,LV-2329,,,,,,,,-137205.565,102096.265,2.173,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
296,LV-2330,,,,,,,,-137205.964,102095.525,1.971,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
297,LV-2331,,,,,,,,-137206.315,102094.809,2.175,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
298,LV-2332,,,,,,,,-137207.040,102094.030,2.225,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
299,LV-2333,,,,,,,,-137205.926,102093.684,2.035,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
300,LV-2334,,,,,,,,-137206.085,102093.604,2.014,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
301,LV-2335,,,,,,,,-137207.152,102092.057,2.012,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
302,LV-2336,,,,,,,,-137206.983,102092.180,1.944,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
303,LV-2337,,,,,,,,-137206.645,102092.164,2.037,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
304,LV-2338,,,,,,,,-137206.250,102091.899,2.126,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
305,LV-2339,,,,,,,,-137205.942,102091.368,2.042,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
306,LV-2340,,,,,,,,-137206.531,102091.063,1.897,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
307,LV-2341,,,,,,,,-137206.741,102090.741,1.950,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
308,LV-2342,,,,,,,,-137207.066,102091.165,1.970,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
309,LV-2343,,,,,,,,-137207.456,102090.877,1.960,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
310,LV-2344,,,,,,,,-137207.304,102090.499,2.003,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
311,LV-2345,,,,,,,,-137191.672,102092.039,1.643,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
312,LV-2346,,,,,,,,-137195.198,102094.677,1.646,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
313,LV-2347,,,,,,,,-137200.065,102098.169,1.775,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
314,LV-2348,,,,,,,,-137203.918,102100.944,1.934,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
315,LV-2349,,,,,,,,-137204.946,102094.522,2.065,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
316,LV-2350,,,,,,,,-137204.376,102094.381,2.040,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
317,LV-2351,,,,,,,,-137204.397,102094.887,2.098,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
318,LV-2352,,,,,,,,-137204.717,102095.216,2.003,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
319,LV-2353,,,,,,,,-137204.474,102096.279,1.947,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
320,LV-2354,,,,,,,,-137204.570,102096.714,2.088,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
321,LV-2355,,,,,,,,-137202.773,102096.081,2.351,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
322,LV-2356,,,,,,,,-137200.479,102095.469,2.082,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
323,LV-2357,,,,,,,,-137197.577,102094.933,2.038,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
324,LV-2358,,,,,,,,-137202.450,102095.903,2.142,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
325,LV-2359,,,,,,,,-137202.483,102094.893,1.927,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
326,LV-2360,,,,,,,,-137202.335,102094.159,1.840,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
327,LV-2361,,,,,,,,-137202.559,102093.753,2.100,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
328,LV-2362,,,,,,,,-137203.251,102093.088,1.988,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
329,LV-2363,,,,,,,,-137202.858,102093.041,1.879,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
330,LV-2364,,,,,,,,-137204.144,102091.972,1.987,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
331,LV-2365,,,,,,,,-137204.603,102091.288,2.064,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
332,LV-2366,,,,,,,,-137204.571,102091.122,2.074,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
333,LV-2367,,,,,,,,-137205.026,102091.245,1.879,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
334,LV-2368,,,,,,,,-137204.923,102090.857,2.013,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
335,LV-2369,,,,,,,,-137205.627,102090.438,1.873,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
336,LV-2370,,,,,,,,-137205.386,102090.187,1.982,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
337,LV-2371,,,,,,,,-137205.554,102090.089,1.996,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
338,LV-2372,,,,,,,,-137206.052,102090.098,2.023,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
339,LV-2373,,,,,,,,-137205.944,102089.610,1.874,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
340,LV-2374,,,,,,,,-137207.106,102089.932,1.982,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
341,LV-2375,,,,,,,,-137207.373,102089.672,1.888,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
342,LV-2376,,,,,,,,-137206.985,102089.042,2.066,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
343,LV-2377,,,,,,,,-137207.595,102089.060,2.085,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
344,LV-2378,,,,,,,,-137207.336,102088.930,2.025,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
345,LV-2379,,,,,,,,-137207.527,102087.473,2.129,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
346,LV-2380,,,,,,,,-137207.491,102087.067,1.922,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
347,LV-2381,,,,,,,,-137205.378,102085.020,2.036,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
348,LV-2382,,,,,,,,-137207.059,102086.024,1.975,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
349,LV-2383,,,,,,,,-137206.503,102087.031,2.086,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
350,LV-2384,,,,,,,,-137206.767,102086.523,1.987,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
351,LV-2385,,,,,,,,-137206.484,102086.685,2.097,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
352,LV-2386,,,,,,,,-137203.584,102089.826,2.100,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
353,LV-2387,,,,,,,,-137204.244,102089.346,2.022,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
354,LV-2388,,,,,,,,-137204.918,102088.593,2.051,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
355,LV-2389,,,,,,,,-137204.559,102089.357,2.001,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
356,LV-2390,,,,,,,,-137204.935,102089.564,1.909,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
357,LV-2391,,,,,,,,-137205.047,102089.738,1.945,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
358,LV-2392,,,,,,,,-137205.305,102089.002,1.952,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
359,LV-2393,,,,,,,,-137205.470,102088.196,1.991,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
360,LV-2394,,,,,,,,-137205.792,102087.739,1.903,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
361,LV-2395,,,,,,,,-137206.088,102085.652,1.984,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
362,LV-2396,,,,,,,,-137205.825,102086.278,2.030,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
363,LV-2397,,,,,,,,-137205.205,102086.345,1.943,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
364,LV-2398,,,,,,,,-137205.227,102086.747,2.007,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
365,LV-2399,,,,,,,,-137204.619,102086.720,2.154,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
366,LV-2400,,,,,,,,-137204.202,102087.400,2.102,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
367,LV-2401,,,,,,,,-137203.716,102087.978,2.033,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
368,LV-2402,,,,,,,,-137203.696,102087.584,2.053,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
369,LV-2403,,,,,,,,-137203.267,102087.597,2.039,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
370,LV-2404,,,,,,,,-137203.965,102086.405,2.033,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
371,LV-2405,,,,,,,,-137203.797,102085.587,1.975,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
372,LV-2406,,,,,,,,-137202.978,102084.676,1.997,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
373,LV-2407,,,,,,,,-137202.362,102086.519,2.023,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
374,LV-2408,,,,,,,,-137197.709,102085.078,1.963,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
375,LV-2409,,,,,,,,-137197.269,102084.760,1.936,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
376,LV-2410,,,,,,,,-137196.953,102083.627,1.908,,1,1.000,4,,2-2,,False,,,0,1               ,0,0,0,False,False,False,,,,,
